,datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
8579,2020.11.30,00:00,23:59,Olympia,638,689,1327,-4.3,1.4,0.0,64,1.8
8585,2020.12.01,00:00,23:59,Olympia,342,399,741,-3.3,1.7,4.3,94,0.0
8591,2020.12.02,00:00,23:59,Olympia,468,500,968,-3.2,0.5,0.0,100,0.0
8597,2020.12.03,00:00,23:59,Olympia,462,515,977,-3.0,2.8,0.0,58,3.5
8603,2020.12.04,00:00,23:59,Olympia,496,594,1090,-2.9,8.4,0.0,100,1.7
8609,2020.12.05,00:00,23:59,Olympia,277,245,522,0.2,5.0,1.6,95,0.0
8615,2020.12.06,00:00,23:59,Olympia,394,346,740,-0.2,4.3,1.2,98,0.3
8621,2020.12.07,00:00,23:59,Olympia,601,592,1193,0.0,4.9,0.0,75,3.8
8627,2020.12.08,00:00,23:59,Olympia,594,589,1183,-2.3,2.8,0.0,98,0.0
8633,2020.12.09,00:00,23:59,Olympia,370,372,742,-0.1,1.2,4.8,95,0.0
8639,2020.12.10,00:00,23:59,Olympia,496,480,976,0.6,2.1,0.0,99,0.0
8645,2020.12.11,00:00,23:59,Olympia,556,565,1121,-0.6,2.8,0.0,98,2.0
8651,2020.12.12,00:00,23:59,Olympia,330,298,628,0.3,5.1,3.0,99,0.2
8657,2020.12.13,00:00,23:59,Olympia,283,251,534,2.8,5.3,0.5,96,0.0
8663,2020.12.14,00:00,23:59,Olympia,663,693,1356,-0.5,7.3,0.0,84,6.6
8669,2020.12.15,00:00,23:59,Olympia,618,648,1266,1.0,5.1,0.0,100,1.1
8675,2020.12.16,00:00,23:59,Olympia,582,576,1158,1.0,6.0,0.0,99,2.0
8681,2020.12.17,00:00,23:59,Olympia,670,650,1320,-0.3,8.9,0.0,63,6.5
8687,2020.12.18,00:00,23:59,Olympia,690,654,1344,-1.4,7.2,0.0,54,7.8
8693,2020.12.19,00:00,23:59,Olympia,328,289,617,-2.4,0.0,0.0,94,0.0
8699,2020.12.20,00:00,23:59,Olympia,399,318,717,-1.9,0.7,0.0,100,0.0
8705,2020.12.21,00:00,23:59,Olympia,494,474,968,0.7,6.8,4.3,96,1.7
8711,2020.12.22,00:00,23:59,Olympia,338,323,661,6.3,13.9,0.4,95,0.1
8717,2020.12.23,00:00,23:59,Olympia,403,346,749,9.5,14.1,6.4,98,0.0
8723,2020.12.24,00:00,23:59,Olympia,213,180,393,4.2,9.9,2.7,94,1.0
8729,2020.12.25,00:00,23:59,Olympia,116,111,227,-0.3,4.2,1.3,98,0.0
8735,2020.12.26,00:00,23:59,Olympia,288,257,545,-3.4,1.3,0.0,59,5.2
8741,2020.12.27,00:00,23:59,Olympia,272,251,523,-4.9,1.1,0.0,88,5.6
8747,2020.12.28,00:00,23:59,Olympia,231,219,450,-1.9,1.9,2.1,89,0.0
8753,2020.12.29,00:00,23:59,Olympia,337,319,656,0.2,6.2,0.0,88,4.4
8759,2020.12.30,00:00,23:59,Olympia,363,331,694,-1.0,4.6,0.0,86,0.5
8765,2020.12.31,00:00,23:59,Olympia,423,403,826,-1.9,5.1,0.0,46,7.1
8771,2021.01.01,00:00,23:59,Olympia,284,251,535,-2.9,3.7,0.0,95,3.0
8777,2021.01.02,00:00,23:59,Olympia,265,253,518,-2.9,0.6,0.0,100,0.0
8783,2021.01.03,00:00,23:59,Olympia,297,229,526,-2.2,0.5,0.0,99,0.0
8789,2021.01.04,00:00,23:59,Olympia,306,312,618,-1.8,0.0,0.0,100,0.0
8795,2021.01.05,00:00,23:59,Olympia,352,328,680,-2.1,-0.6,2.3,100,0.0
8801,2021.01.06,00:00,23:59,Olympia,93,84,177,-2.0,-0.3,4.7,98,0.0
8807,2021.01.07,00:00,23:59,Olympia,198,179,377,-1.0,1.5,0.0,93,1.4
8813,2021.01.08,00:00,23:59,Olympia,218,202,420,-1.2,1.8,0.0,99,0.8
8819,2021.01.09,00:00,23:59,Olympia,202,195,397,-3.3,1.6,0.0,81,2.7
8825,2021.01.10,00:00,23:59,Olympia,175,169,344,-7.4,-2.3,0.0,70,2.3
8831,2021.01.11,00:00,23:59,Olympia,126,231,357,-7.9,-4.8,0.0,94,0.0
8837,2021.01.12,00:00,23:59,Olympia,118,157,275,-5.0,2.4,4.1,94,0.0
8843,2021.01.13,00:00,23:59,Olympia,211,251,462,-1.2,3.2,1.2,78,2.7
8849,2021.01.14,00:00,23:59,Olympia,149,190,339,-2.8,2.1,0.1,99,0.0
8855,2021.01.15,00:00,23:59,Olympia,158,185,343,-6.0,-1.3,0.0,73,5.8
8861,2021.01.16,00:00,23:59,Olympia,95,106,201,-5.0,-1.2,1.3,88,1.6
8867,2021.01.17,00:00,23:59,Olympia,58,64,122,-4.5,0.1,4.6,96,0.0
8873,2021.01.18,00:00,23:59,Olympia,89,119,208,-0.1,1.8,0.4,95,0.0
8879,2021.01.19,00:00,23:59,Olympia,126,148,274,-2.6,5.7,0.0,98,4.0
8885,2021.01.20,00:00,23:59,Olympia,292,283,575,-1.6,10.1,0.0,100,6.3
8891,2021.01.21,00:00,23:59,Olympia,370,376,746,-1.5,14.5,0.0,88,5.0
8897,2021.01.22,00:00,23:59,Olympia,478,439,917,3.3,13.1,2.8,98,5.9
8903,2021.01.23,00:00,23:59,Olympia,263,190,453,-0.3,3.5,0.2,96,1.0
8909,2021.01.24,00:00,23:59,Olympia,310,278,588,-2.3,2.2,0.0,54,4.8
8915,2021.01.25,00:00,23:59,Olympia,131,171,302,-3.6,1.2,13.5,89,0.3
8921,2021.01.26,00:00,23:59,Olympia,117,137,254,-2.4,0.3,0.9,93,0.0
8927,2021.01.27,00:00,23:59,Olympia,150,170,320,-2.7,2.4,0.9,98,0.9
8933,2021.01.28,00:00,23:59,Olympia,137,143,280,1.4,8.5,15.7,95,0.0
8939,2021.01.29,00:00,23:59,Olympia,267,256,523,5.1,10.5,2.8,96,2.4
