,datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
3455,2018.07.30,00:00,23:59,Olympia,2972,2241,5213,18.7,32.3,0.0,10,12.5
3461,2018.07.31,00:00,23:59,Olympia,1651,1808,3459,17.5,33.7,0.0,6,14.0
3467,2018.08.01,00:00,23:59,Olympia,1526,1696,3222,20.8,34.3,0.0,29,12.3
3473,2018.08.02,00:00,23:59,Olympia,2373,2208,4581,19.3,31.3,0.0,53,12.1
3479,2018.08.03,00:00,23:59,Olympia,1441,1716,3157,19.7,32.7,0.0,33,13.2
3485,2018.08.04,00:00,23:59,Olympia,1154,1216,2370,19.2,34.2,0.0,38,12.3
3491,2018.08.05,00:00,23:59,Olympia,1103,1230,2333,21.4,31.9,0.0,38,11.8
3497,2018.08.06,00:00,23:59,Olympia,1481,1592,3073,18.6,32.0,0.0,89,12.7
3503,2018.08.07,00:00,23:59,Olympia,1360,1487,2847,20.5,32.0,0.4,70,6.8
3509,2018.08.08,00:00,23:59,Olympia,1611,1675,3286,18.8,30.4,0.0,50,11.1
3515,2018.08.09,00:00,23:59,Olympia,1210,1338,2548,17.9,35.1,22.6,69,10.4
3521,2018.08.10,00:00,23:59,Olympia,549,602,1151,13.7,18.6,8.5,83,0.2
3527,2018.08.11,00:00,23:59,Olympia,1135,1254,2389,12.4,24.7,0.0,56,12.8
3533,2018.08.12,00:00,23:59,Olympia,1278,1315,2593,12.0,28.8,0.0,25,13.8
3539,2018.08.13,00:00,23:59,Olympia,842,911,1753,17.3,30.1,25.1,58,8.7
3545,2018.08.14,00:00,23:59,Olympia,1011,1091,2102,16.4,23.9,0.0,96,3.8
3551,2018.08.15,00:00,23:59,Olympia,1482,1691,3173,16.7,25.7,0.0,51,10.3
3557,2018.08.16,00:00,23:59,Olympia,2211,1995,4206,15.3,27.8,0.0,9,13.5
3563,2018.08.17,00:00,23:59,Olympia,1776,2008,3784,14.5,29.0,0.0,36,12.7
3569,2018.08.18,00:00,23:59,Olympia,1671,1780,3451,18.0,27.4,0.0,75,10.3
3575,2018.08.19,00:00,23:59,Olympia,1165,1320,2485,16.6,30.1,0.0,26,12.7
3581,2018.08.20,00:00,23:59,Olympia,1087,1233,2320,18.4,29.7,0.0,38,12.7
3587,2018.08.21,00:00,23:59,Olympia,1210,1400,2610,16.7,29.8,0.0,10,12.3
3593,2018.08.22,00:00,23:59,Olympia,1266,1359,2625,16.3,31.5,0.0,14,13.0
3599,2018.08.23,00:00,23:59,Olympia,945,1002,1947,19.6,29.9,0.2,73,9.5
3605,2018.08.24,00:00,23:59,Olympia,454,513,967,14.6,23.1,3.4,91,0.8
3611,2018.08.25,00:00,23:59,Olympia,234,298,532,10.5,17.8,6.1,96,0.0
3617,2018.08.26,00:00,23:59,Olympia,755,904,1659,9.5,18.5,0.0,76,8.8
3623,2018.08.27,00:00,23:59,Olympia,975,1099,2074,8.3,25.5,0.0,59,9.9
3629,2018.08.28,00:00,23:59,Olympia,1131,1247,2378,14.4,25.9,0.0,68,7.9
3635,2018.08.29,00:00,23:59,Olympia,1203,1291,2494,13.1,29.2,6.9,64,10.4
3641,2018.08.30,00:00,23:59,Olympia,480,496,976,14.6,18.9,7.1,96,0.0
3647,2018.08.31,00:00,23:59,Olympia,296,325,621,13.3,15.3,20.8,98,0.0
3653,2018.09.01,00:00,23:59,Olympia,103,104,207,11.0,13.4,8.7,98,0.0
3659,2018.09.02,00:00,23:59,Olympia,440,476,916,11.5,16.7,0.2,100,0.0
3665,2018.09.03,00:00,23:59,Olympia,812,834,1646,12.5,19.4,24.5,99,2.9
3671,2018.09.04,00:00,23:59,Olympia,435,465,900,14.2,19.7,11.0,94,3.1
3677,2018.09.05,00:00,23:59,Olympia,1144,1277,2421,12.3,24.7,0.0,34,11.1
3683,2018.09.06,00:00,23:59,Olympia,1158,1275,2433,12.3,25.5,11.5,58,11.6
3689,2018.09.07,00:00,23:59,Olympia,539,601,1140,14.5,23.0,2.0,94,2.6
3695,2018.09.08,00:00,23:59,Olympia,802,836,1638,12.7,21.9,0.0,63,7.5
3701,2018.09.09,00:00,23:59,Olympia,1030,1096,2126,11.1,24.7,0.0,73,12.2
3707,2018.09.10,00:00,23:59,Olympia,1175,1230,2405,11.3,25.5,0.0,54,10.9
3713,2018.09.11,00:00,23:59,Olympia,1256,1369,2625,13.9,27.8,0.0,74,12.0
3719,2018.09.12,00:00,23:59,Olympia,1313,1425,2738,14.2,29.3,0.0,14,12.1
3725,2018.09.13,00:00,23:59,Olympia,929,950,1879,15.7,25.3,13.7,88,3.1
3731,2018.09.14,00:00,23:59,Olympia,584,632,1216,14.3,21.1,0.9,83,2.3
3737,2018.09.15,00:00,23:59,Olympia,638,746,1384,11.3,21.0,0.0,65,3.9
3743,2018.09.16,00:00,23:59,Olympia,1904,1834,3738,9.5,23.6,0.8,63,10.7
3749,2018.09.17,00:00,23:59,Olympia,1198,1286,2484,14.5,25.8,0.0,28,11.0
3755,2018.09.18,00:00,23:59,Olympia,1242,1304,2546,14.2,28.0,0.5,36,10.1
3761,2018.09.19,00:00,23:59,Olympia,1266,1326,2592,14.5,25.5,0.0,43,7.4
3767,2018.09.20,00:00,23:59,Olympia,1314,1399,2713,13.2,27.7,0.0,21,11.7
3773,2018.09.21,00:00,23:59,Olympia,1129,1206,2335,11.7,28.6,3.0,61,8.3
3779,2018.09.22,00:00,23:59,Olympia,537,542,1079,11.1,17.6,8.3,94,7.9
3785,2018.09.23,00:00,23:59,Olympia,566,604,1170,9.7,25.6,14.2,86,4.8
3791,2018.09.24,00:00,23:59,Olympia,830,858,1688,5.8,13.6,0.0,53,5.9
3797,2018.09.25,00:00,23:59,Olympia,900,962,1862,4.2,13.1,0.0,16,8.8
3803,2018.09.26,00:00,23:59,Olympia,965,1042,2007,2.7,17.4,0.0,80,10.5
3809,2018.09.27,00:00,23:59,Olympia,1030,1123,2153,6.1,22.5,0.0,4,11.6
3815,2018.09.28,00:00,23:59,Olympia,955,1073,2028,8.6,21.7,0.0,25,10.7
3821,2018.09.29,00:00,23:59,Olympia,577,613,1190,5.8,16.2,0.0,55,8.3
3827,2018.09.30,00:00,23:59,Olympia,792,870,1662,3.4,20.5,18.7,11,11.1
3833,2018.10.01,00:00,23:59,Olympia,326,371,697,7.2,13.4,10.9,98,0.3
3839,2018.10.02,00:00,23:59,Olympia,687,753,1440,5.3,11.8,0.0,95,3.9
3845,2018.10.03,00:00,23:59,Olympia,453,436,889,9.1,14.5,0.0,96,0.5
3851,2018.10.04,00:00,23:59,Olympia,902,1015,1917,5.8,17.2,0.0,11,10.0
3857,2018.10.05,00:00,23:59,Olympia,991,1037,2028,4.9,20.8,0.0,41,11.1
3863,2018.10.06,00:00,23:59,Olympia,693,741,1434,8.3,23.2,0.4,96,7.3
3869,2018.10.07,00:00,23:59,Olympia,569,627,1196,11.2,20.9,0.0,85,1.0
3875,2018.10.08,00:00,23:59,Olympia,973,1099,2072,9.4,18.4,0.0,55,4.2
3881,2018.10.09,00:00,23:59,Olympia,996,1123,2119,9.9,18.4,0.0,71,3.0
3887,2018.10.10,00:00,23:59,Olympia,1189,1224,2413,10.5,20.6,0.0,41,7.5
3893,2018.10.11,00:00,23:59,Olympia,1173,1263,2436,8.6,25.1,0.0,29,10.0
3899,2018.10.12,00:00,23:59,Olympia,1344,1424,2768,11.0,24.6,0.0,20,10.3
3905,2018.10.13,00:00,23:59,Olympia,1235,1254,2489,8.6,22.3,0.0,0,10.6
3911,2018.10.14,00:00,23:59,Olympia,2581,2163,4744,8.1,25.0,0.0,0,10.5
3917,2018.10.15,00:00,23:59,Olympia,1178,1303,2481,7.5,23.2,0.0,0,10.0
3923,2018.10.16,00:00,23:59,Olympia,1220,1394,2614,7.7,22.2,0.0,5,10.1
3929,2018.10.17,00:00,23:59,Olympia,1261,1400,2661,7.1,20.9,0.0,3,10.1
3935,2018.10.18,00:00,23:59,Olympia,1182,1373,2555,6.3,19.4,0.0,73,9.4
3941,2018.10.19,00:00,23:59,Olympia,951,1009,1960,6.6,17.4,0.0,51,5.0
3947,2018.10.20,00:00,23:59,Olympia,517,600,1117,6.3,15.5,0.0,81,3.4
3953,2018.10.21,00:00,23:59,Olympia,808,868,1676,3.9,14.5,0.0,46,7.7
3959,2018.10.22,00:00,23:59,Olympia,1100,1212,2312,2.0,13.4,0.0,31,9.9
3965,2018.10.23,00:00,23:59,Olympia,832,931,1763,7.2,13.5,0.2,99,1.0
3971,2018.10.24,00:00,23:59,Olympia,559,621,1180,10.2,12.8,3.7,98,0.0
3977,2018.10.25,00:00,23:59,Olympia,844,975,1819,10.1,15.4,0.0,88,4.3
3983,2018.10.26,00:00,23:59,Olympia,949,1032,1981,7.2,17.4,0.0,79,6.8
3989,2018.10.27,00:00,23:59,Olympia,168,181,349,3.4,8.8,24.5,95,0.0
3995,2018.10.28,00:00,23:59,Olympia,165,178,343,2.0,4.3,4.4,98,0.0
4001,2018.10.29,00:00,23:59,Olympia,586,687,1273,3.2,15.1,1.5,94,0.2
4007,2018.10.30,00:00,23:59,Olympia,730,814,1544,2.0,15.5,0.0,51,1.8
4013,2018.10.31,00:00,23:59,Olympia,676,718,1394,1.2,12.3,0.0,81,3.8
4019,2018.11.01,00:00,23:59,Olympia,402,453,855,6.0,14.5,0.0,76,1.7
4025,2018.11.02,00:00,23:59,Olympia,451,516,967,5.6,10.7,0.5,100,0.6
4031,2018.11.03,00:00,23:59,Olympia,339,376,715,7.8,10.9,0.0,100,0.0
4037,2018.11.04,00:00,23:59,Olympia,403,434,837,9.1,10.7,0.0,100,0.0
4043,2018.11.05,00:00,23:59,Olympia,1052,1090,2142,6.4,17.9,0.0,73,6.1
4049,2018.11.06,00:00,23:59,Olympia,1083,1211,2294,5.5,21.2,0.0,69,6.9
4055,2018.11.07,00:00,23:59,Olympia,1068,1215,2283,6.6,17.3,0.0,54,7.8
4061,2018.11.08,00:00,23:59,Olympia,918,992,1910,7.4,14.6,0.0,69,2.4
4067,2018.11.09,00:00,23:59,Olympia,787,865,1652,6.9,10.6,0.0,100,0.0
4073,2018.11.10,00:00,23:59,Olympia,593,636,1229,5.8,13.3,0.2,66,5.7
4079,2018.11.11,00:00,23:59,Olympia,615,675,1290,6.0,15.8,0.0,58,5.8
4085,2018.11.12,00:00,23:59,Olympia,1042,1113,2155,3.8,17.7,0.0,29,9.1
4091,2018.11.13,00:00,23:59,Olympia,864,976,1840,3.9,13.7,0.1,79,2.2
4097,2018.11.14,00:00,23:59,Olympia,837,979,1816,1.8,6.6,0.0,73,0.0
4103,2018.11.15,00:00,23:59,Olympia,818,916,1734,1.7,5.5,0.0,99,0.0
4109,2018.11.16,00:00,23:59,Olympia,739,860,1599,0.9,5.5,0.0,64,3.3
4115,2018.11.17,00:00,23:59,Olympia,384,403,787,0.0,7.5,0.0,9,8.4
4121,2018.11.18,00:00,23:59,Olympia,424,412,836,-1.4,5.3,1.1,26,8.5
4127,2018.11.19,00:00,23:59,Olympia,586,667,1253,-0.7,0.6,0.1,98,0.0
4133,2018.11.20,00:00,23:59,Olympia,711,821,1532,-1.1,6.8,0.0,45,7.0
4139,2018.11.21,00:00,23:59,Olympia,648,744,1392,-1.4,1.3,0.0,100,0.0
4145,2018.11.22,00:00,23:59,Olympia,740,848,1588,0.6,6.0,0.0,91,4.5
4151,2018.11.23,00:00,23:59,Olympia,609,668,1277,-0.3,2.5,0.0,100,0.0
4157,2018.11.24,00:00,23:59,Olympia,227,243,470,2.4,7.6,1.1,96,0.3
4163,2018.11.25,00:00,23:59,Olympia,272,282,554,0.5,4.2,0.8,98,0.0
4169,2018.11.26,00:00,23:59,Olympia,427,504,931,0.3,3.3,14.8,98,0.0
4175,2018.11.27,00:00,23:59,Olympia,398,441,839,-0.6,1.6,2.3,95,0.0
4181,2018.11.28,00:00,23:59,Olympia,507,590,1097,-1.8,1.3,0.0,84,0.0
4187,2018.11.29,00:00,23:59,Olympia,639,684,1323,-1.7,2.4,0.0,95,5.9
4193,2018.11.30,00:00,23:59,Olympia,472,538,1010,-0.3,5.2,4.1,98,0.0
4199,2018.12.01,00:00,23:59,Olympia,311,305,616,3.7,9.6,0.0,96,2.4
4205,2018.12.02,00:00,23:59,Olympia,161,173,334,3.5,11.9,8.1,98,0.1
4211,2018.12.03,00:00,23:59,Olympia,600,646,1246,9.8,14.3,1.1,99,1.7
4217,2018.12.04,00:00,23:59,Olympia,524,645,1169,3.9,10.6,2.2,84,0.4
4223,2018.12.05,00:00,23:59,Olympia,645,747,1392,3.7,6.1,2.3,100,0.0
4229,2018.12.06,00:00,23:59,Olympia,587,677,1264,4.0,11.5,0.0,98,1.0
4235,2018.12.07,00:00,23:59,Olympia,583,658,1241,8.3,13.5,0.0,99,1.1
4241,2018.12.08,00:00,23:59,Olympia,367,310,677,4.6,8.3,2.8,85,3.5
4247,2018.12.09,00:00,23:59,Olympia,127,160,287,4.2,9.1,15.9,98,0.0
4253,2018.12.10,00:00,23:59,Olympia,456,529,985,0.5,4.7,3.5,94,0.1
4259,2018.12.11,00:00,23:59,Olympia,456,535,991,0.2,2.1,1.5,95,0.6
4265,2018.12.12,00:00,23:59,Olympia,395,476,871,-0.4,1.2,0.7,98,0.0
4271,2018.12.13,00:00,23:59,Olympia,444,530,974,-2.1,0.1,0.0,99,0.0
4277,2018.12.14,00:00,23:59,Olympia,415,462,877,-2.6,-1.8,0.0,100,0.0
4283,2018.12.15,00:00,23:59,Olympia,205,207,412,-4.7,-1.8,0.0,85,0.0
4289,2018.12.16,00:00,23:59,Olympia,126,126,252,-5.4,3.1,0.8,93,0.0
4295,2018.12.17,00:00,23:59,Olympia,417,486,903,-2.9,4.2,0.2,98,0.7
4301,2018.12.18,00:00,23:59,Olympia,507,596,1103,-1.2,6.4,0.0,61,7.3
4307,2018.12.19,00:00,23:59,Olympia,455,525,980,-2.6,4.4,1.6,100,0.0
4313,2018.12.20,00:00,23:59,Olympia,511,574,1085,2.2,8.0,0.0,91,5.6
4319,2018.12.21,00:00,23:59,Olympia,337,362,699,4.4,11.3,3.7,98,0.1
4325,2018.12.22,00:00,23:59,Olympia,153,163,316,7.6,11.7,8.3,99,0.1
4331,2018.12.23,00:00,23:59,Olympia,109,122,231,6.6,11.2,16.5,98,0.0
4337,2018.12.24,00:00,23:59,Olympia,65,66,131,2.0,11.7,3.6,96,0.2
4343,2018.12.25,00:00,23:59,Olympia,80,109,189,-2.1,2.2,0.0,75,0.0
4349,2018.12.26,00:00,23:59,Olympia,149,145,294,-3.8,1.4,0.0,48,7.3
4355,2018.12.27,00:00,23:59,Olympia,166,189,355,-5.4,2.0,0.0,94,3.5
4361,2018.12.28,00:00,23:59,Olympia,221,248,469,-1.8,5.4,0.0,61,6.7
4367,2018.12.29,00:00,23:59,Olympia,145,154,299,-2.5,2.3,1.8,91,0.1
4373,2018.12.30,00:00,23:59,Olympia,98,109,207,0.4,3.9,2.4,98,0.0
4379,2018.12.31,00:00,23:59,Olympia,104,132,236,2.1,4.6,6.7,94,0.0
4385,2019.01.01,00:00,23:59,Olympia,113,117,230,2.7,5.2,1.6,99,0.0
4391,2019.01.02,00:00,23:59,Olympia,172,205,377,-2.1,3.2,0.6,88,0.7
4397,2019.01.03,00:00,23:59,Olympia,197,225,422,-3.1,-0.6,0.0,93,2.9
4403,2019.01.04,00:00,23:59,Olympia,158,153,311,-1.7,-0.3,5.0,96,0.0
4409,2019.01.05,00:00,23:59,Olympia,61,65,126,-0.9,1.0,22.1,95,0.0
4415,2019.01.06,00:00,23:59,Olympia,108,88,196,0.7,1.8,4.7,95,0.0
4421,2019.01.07,00:00,23:59,Olympia,322,357,679,0.7,2.1,2.0,100,0.0
4427,2019.01.08,00:00,23:59,Olympia,350,379,729,0.8,4.5,3.9,96,0.5
4433,2019.01.09,00:00,23:59,Olympia,288,304,592,-1.5,1.8,15.8,91,0.0
4439,2019.01.10,00:00,23:59,Olympia,198,228,426,-3.5,0.1,3.7,94,0.0
4445,2019.01.11,00:00,23:59,Olympia,190,180,370,-4.1,-1.0,4.6,98,0.0
4451,2019.01.12,00:00,23:59,Olympia,81,93,174,-1.1,2.9,6.0,99,0.1
4457,2019.01.13,00:00,23:59,Olympia,111,118,229,1.4,5.4,8.1,99,0.0
4463,2019.01.14,00:00,23:59,Olympia,373,399,772,-0.1,4.7,6.1,93,0.0
4469,2019.01.15,00:00,23:59,Olympia,317,370,687,-0.8,3.4,0.0,100,0.2
4475,2019.01.16,00:00,23:59,Olympia,506,581,1087,-0.9,7.5,0.0,79,8.1
4481,2019.01.17,00:00,23:59,Olympia,506,578,1084,1.9,8.3,1.0,96,1.9
4487,2019.01.18,00:00,23:59,Olympia,358,389,747,-2.9,2.2,0.1,93,1.5
4493,2019.01.19,00:00,23:59,Olympia,241,267,508,-6.0,-0.1,0.0,80,5.8
4499,2019.01.20,00:00,23:59,Olympia,192,205,397,-8.0,-1.5,0.0,75,2.7
4505,2019.01.21,00:00,23:59,Olympia,378,435,813,-3.5,-1.9,0.0,100,0.0
4511,2019.01.22,00:00,23:59,Olympia,386,473,859,-5.1,-1.2,0.0,100,0.0
4517,2019.01.23,00:00,23:59,Olympia,388,426,814,-5.0,-3.3,0.0,100,0.0
4523,2019.01.24,00:00,23:59,Olympia,375,447,822,-4.4,-0.4,0.1,91,1.8
4529,2019.01.25,00:00,23:59,Olympia,299,304,603,-4.7,-2.6,0.7,98,1.0
4535,2019.01.26,00:00,23:59,Olympia,103,110,213,-3.1,4.7,1.2,96,0.0
4541,2019.01.27,00:00,23:59,Olympia,217,171,388,2.1,7.1,0.4,99,0.0
4547,2019.01.28,00:00,23:59,Olympia,396,477,873,0.2,3.7,0.3,95,1.0
4553,2019.01.29,00:00,23:59,Olympia,470,491,961,-2.9,3.3,0.0,79,3.4
4559,2019.01.30,00:00,23:59,Olympia,470,541,1011,-4.6,4.3,0.0,98,0.3
4565,2019.01.31,00:00,23:59,Olympia,466,504,970,-3.6,4.2,0.0,50,7.0
4571,2019.02.01,00:00,23:59,Olympia,383,450,833,-0.2,2.7,2.9,99,0.5
4577,2019.02.02,00:00,23:59,Olympia,173,179,352,0.7,5.9,10.5,100,0.0
4583,2019.02.03,00:00,23:59,Olympia,46,42,88,-1.5,1.7,20.8,98,0.0
4589,2019.02.04,00:00,23:59,Olympia,250,255,505,-4.5,2.3,0.0,73,4.3
4595,2019.02.05,00:00,23:59,Olympia,350,335,685,-3.9,2.5,0.0,81,5.7
4601,2019.02.06,00:00,23:59,Olympia,300,321,621,-6.6,-1.2,0.0,98,5.5
4607,2019.02.07,00:00,23:59,Olympia,307,318,625,-5.6,4.5,4.8,98,2.4
4613,2019.02.08,00:00,23:59,Olympia,364,412,776,1.7,9.2,0.0,83,8.3
4619,2019.02.09,00:00,23:59,Olympia,205,232,437,0.8,9.7,0.4,96,5.0
4625,2019.02.10,00:00,23:59,Olympia,343,302,645,4.1,15.2,1.8,96,4.3
4631,2019.02.11,00:00,23:59,Olympia,305,310,615,0.0,4.7,6.3,89,0.0
4637,2019.02.12,00:00,23:59,Olympia,338,367,705,-0.1,3.2,0.0,94,0.1
4643,2019.02.13,00:00,23:59,Olympia,509,540,1049,-0.9,8.0,0.0,60,8.5
4649,2019.02.14,00:00,23:59,Olympia,550,608,1158,-1.5,11.3,0.0,54,8.7
4655,2019.02.15,00:00,23:59,Olympia,611,685,1296,-1.4,12.6,0.0,14,9.9
4661,2019.02.16,00:00,23:59,Olympia,478,554,1032,-2.1,15.8,0.0,23,9.8
4667,2019.02.17,00:00,23:59,Olympia,667,726,1393,-1.7,17.3,0.0,26,10.2
4673,2019.02.18,00:00,23:59,Olympia,673,757,1430,-1.8,14.8,0.0,0,10.2
4679,2019.02.19,00:00,23:59,Olympia,640,725,1365,1.0,12.8,0.1,78,6.0
4685,2019.02.20,00:00,23:59,Olympia,594,666,1260,5.0,10.0,0.0,99,1.3
4691,2019.02.21,00:00,23:59,Olympia,643,685,1328,4.1,12.8,2.0,88,4.7
4697,2019.02.22,00:00,23:59,Olympia,387,448,835,2.7,9.8,0.8,89,0.4
4703,2019.02.23,00:00,23:59,Olympia,409,422,831,-1.7,5.7,0.0,31,9.9
4709,2019.02.24,00:00,23:59,Olympia,346,366,712,-3.2,6.5,0.0,41,6.6
4715,2019.02.25,00:00,23:59,Olympia,665,756,1421,-1.7,13.6,0.0,40,10.0
4721,2019.02.26,00:00,23:59,Olympia,700,838,1538,-0.1,16.0,0.0,85,9.5
4727,2019.02.27,00:00,23:59,Olympia,823,927,1750,2.1,17.7,0.0,25,10.5
4733,2019.02.28,00:00,23:59,Olympia,760,891,1651,3.3,18.1,1.1,21,10.4
4739,2019.03.01,00:00,23:59,Olympia,334,331,665,6.2,9.8,3.7,96,0.0
4745,2019.03.02,00:00,23:59,Olympia,290,342,632,5.2,9.2,0.0,96,0.2
4751,2019.03.03,00:00,23:59,Olympia,427,442,869,7.0,14.2,0.0,95,7.2
4757,2019.03.04,00:00,23:59,Olympia,443,479,922,4.5,16.9,1.7,90,4.2
4763,2019.03.05,00:00,23:59,Olympia,355,374,729,3.8,9.6,4.8,80,3.6
4769,2019.03.06,00:00,23:59,Olympia,571,632,1203,2.9,13.6,0.0,94,6.2
4775,2019.03.07,00:00,23:59,Olympia,447,520,967,7.2,12.6,1.0,86,3.3
4781,2019.03.08,00:00,23:59,Olympia,471,509,980,5.6,10.2,0.0,83,5.0
4787,2019.03.09,00:00,23:59,Olympia,185,215,400,6.1,11.4,3.5,96,0.2
4793,2019.03.10,00:00,23:59,Olympia,131,111,242,4.4,14.1,3.2,84,1.5
4799,2019.03.11,00:00,23:59,Olympia,319,372,691,-0.3,5.1,4.8,65,1.6
4805,2019.03.12,00:00,23:59,Olympia,593,652,1245,1.4,9.6,0.0,81,7.2
4811,2019.03.13,00:00,23:59,Olympia,478,554,1032,3.3,10.7,1.1,76,6.0
4817,2019.03.14,00:00,23:59,Olympia,363,414,777,3.0,6.1,3.8,96,0.0
4823,2019.03.15,00:00,23:59,Olympia,281,282,563,4.0,10.5,9.9,93,0.0
4829,2019.03.16,00:00,23:59,Olympia,384,410,794,9.4,16.0,0.0,79,4.3
4835,2019.03.17,00:00,23:59,Olympia,754,744,1498,3.2,19.3,3.8,78,9.6
4841,2019.03.18,00:00,23:59,Olympia,543,582,1125,1.7,7.1,0.0,83,2.2
4847,2019.03.19,00:00,23:59,Olympia,719,805,1524,0.8,7.9,0.0,64,5.6
4853,2019.03.20,00:00,23:59,Olympia,841,943,1784,-1.4,9.7,0.0,15,10.3
4859,2019.03.21,00:00,23:59,Olympia,824,912,1736,-1.2,12.8,0.0,35,11.8
4865,2019.03.22,00:00,23:59,Olympia,866,912,1778,0.3,16.3,0.0,39,10.6
4871,2019.03.23,00:00,23:59,Olympia,822,904,1726,2.6,18.7,0.0,26,11.6
4877,2019.03.24,00:00,23:59,Olympia,1098,1063,2161,3.3,18.1,0.0,13,11.1
4883,2019.03.25,00:00,23:59,Olympia,600,675,1275,1.8,9.8,1.4,88,4.7
4889,2019.03.26,00:00,23:59,Olympia,678,737,1415,1.2,8.3,1.0,93,2.7
4895,2019.03.27,00:00,23:59,Olympia,490,545,1035,1.7,7.5,0.3,99,0.1
4901,2019.03.28,00:00,23:59,Olympia,789,836,1625,4.9,12.8,0.0,99,4.8
4907,2019.03.29,00:00,23:59,Olympia,944,968,1912,4.0,15.2,0.0,23,10.8
4913,2019.03.30,00:00,23:59,Olympia,969,1079,2048,2.7,18.3,0.0,50,11.9
4919,2019.03.31,00:00,23:59,Olympia,1265,1123,2388,3.4,18.4,0.0,6,11.7
4925,2019.04.01,00:00,23:59,Olympia,996,1077,2073,5.3,15.9,0.0,21,11.3
4931,2019.04.02,00:00,23:59,Olympia,1108,1216,2324,3.9,21.3,0.0,95,9.2
4937,2019.04.03,00:00,23:59,Olympia,1149,1166,2315,4.8,20.9,0.0,84,6.5
4943,2019.04.04,00:00,23:59,Olympia,808,922,1730,2.9,12.2,0.0,84,5.8
4949,2019.04.05,00:00,23:59,Olympia,622,684,1306,3.3,9.3,0.0,79,1.0
4955,2019.04.06,00:00,23:59,Olympia,771,814,1585,5.2,16.8,0.0,79,8.4
4961,2019.04.07,00:00,23:59,Olympia,1067,960,2027,5.0,16.5,0.0,79,9.1
4967,2019.04.08,00:00,23:59,Olympia,692,738,1430,8.2,11.5,0.9,99,0.0
4973,2019.04.09,00:00,23:59,Olympia,840,946,1786,8.5,16.6,0.0,95,3.2
4979,2019.04.10,00:00,23:59,Olympia,768,857,1625,8.0,12.0,1.1,96,0.0
4985,2019.04.11,00:00,23:59,Olympia,796,832,1628,4.6,10.9,0.0,99,0.7
4991,2019.04.12,00:00,23:59,Olympia,719,781,1500,2.4,8.5,0.0,100,0.0
4997,2019.04.13,00:00,23:59,Olympia,714,648,1362,2.6,11.1,0.0,98,5.8
5003,2019.04.14,00:00,23:59,Olympia,461,471,932,3.2,9.7,0.0,99,2.8
5009,2019.04.15,00:00,23:59,Olympia,892,961,1853,5.0,14.8,0.0,46,7.7
5015,2019.04.16,00:00,23:59,Olympia,1117,1218,2335,2.5,18.7,0.0,50,10.3
5021,2019.04.17,00:00,23:59,Olympia,1144,1231,2375,7.0,19.0,0.0,71,13.2
5027,2019.04.18,00:00,23:59,Olympia,949,1044,1993,4.9,20.5,0.0,16,13.1
5033,2019.04.19,00:00,23:59,Olympia,938,940,1878,5.5,22.3,0.0,0,13.5
5039,2019.04.20,00:00,23:59,Olympia,678,709,1387,5.9,22.4,0.0,0,13.6
5045,2019.04.21,00:00,23:59,Olympia,1018,917,1935,4.6,23.2,0.0,0,13.6
5051,2019.04.22,00:00,23:59,Olympia,1004,1028,2032,6.5,23.8,0.0,78,12.4
5057,2019.04.23,00:00,23:59,Olympia,1124,1195,2319,9.8,23.6,0.0,91,4.4
5063,2019.04.24,00:00,23:59,Olympia,1464,1625,3089,10.5,28.1,0.0,74,8.8
5069,2019.04.25,00:00,23:59,Olympia,1488,1582,3070,9.8,26.4,0.0,61,10.5
5075,2019.04.26,00:00,23:59,Olympia,647,677,1324,6.3,17.1,4.0,81,2.6
5081,2019.04.27,00:00,23:59,Olympia,387,402,789,5.6,15.0,4.7,94,4.0
5087,2019.04.28,00:00,23:59,Olympia,669,590,1259,3.9,11.0,0.0,95,5.2
5093,2019.04.29,00:00,23:59,Olympia,618,679,1297,4.8,9.7,9.1,98,0.0
5099,2019.04.30,00:00,23:59,Olympia,607,677,1284,5.8,13.0,1.2,93,1.7
5105,2019.05.01,00:00,23:59,Olympia,1514,1615,3129,4.7,18.9,0.0,10,13.3
5111,2019.05.02,00:00,23:59,Olympia,1281,1419,2700,7.4,21.0,10.6,48,12.1
5117,2019.05.03,00:00,23:59,Olympia,527,515,1042,7.3,11.0,4.7,99,0.1
5123,2019.05.04,00:00,23:59,Olympia,486,491,977,2.5,14.4,3.2,73,4.5
5129,2019.05.05,00:00,23:59,Olympia,454,647,1101,2.1,8.1,0.1,98,1.3
5135,2019.05.06,00:00,23:59,Olympia,895,960,1855,2.8,9.6,0.0,98,3.0
5141,2019.05.07,00:00,23:59,Olympia,1271,1320,2591,2.2,14.5,0.0,56,11.7
5147,2019.05.08,00:00,23:59,Olympia,1199,1316,2515,5.8,17.4,2.1,98,1.4
5153,2019.05.09,00:00,23:59,Olympia,1123,1155,2278,7.1,18.0,0.1,79,8.0
5159,2019.05.10,00:00,23:59,Olympia,933,971,1904,8.3,16.5,1.2,80,6.1
5165,2019.05.11,00:00,23:59,Olympia,266,280,546,7.4,16.5,12.3,98,0.7
5171,2019.05.12,00:00,23:59,Olympia,145,133,278,4.5,7.8,12.0,94,0.0
